,Frequency of wifi,Phonelock duration during morning,The frequency of changing building,Average duration of each conversation,Average duration of each conversation during day,Daily average audio_2 ratio,Bluetooth class,Daily average audio_2 ratio during night,Daily average activity_0 ratio during night,Daily average activity_3 ratio during night,Daily average audio_2 ratio during day,Phonelock duration during night,Total counts of bluetooth mac address,Medium strength of wifi level,Average accuracy,Phonecharge duration during evening,Daily average audio_0 ratio during day,Light duration during evening,Daily average audio_0 ratio,Phonecharge duration during afternoon,Daily average activity_1 ratio,Average speed,Average duration of each long-time conversation(>10 mins),Average duration of each conversation during night,Phonelock duration during evening,Average frequency of changing building,Wifi times of gps_network_type,Light duration during morning,Gps times of gps provider,Network times of gps provider,High strength of bluetooth level,Average bearing,Phonecharge duration during night,Low strength of wifi level,Light duration during night,Daily average activity_2 ratio during night,Low strength of bluetooth level,Phonelock duration during afternoon,Phonecharge duration during morning,Daily average activity_2 ratio during day,Total counts of wifi-bssid address,Medium strength of bluetooth level,Daily average activity_2 ratio,Daily average activity_1 ratio during day,Daily average activity_1 ratio during night,High strength of wifi level,Daily average activity_3 ratio during day,Daily average audio_0 count during day,Daily average audio_0 ratio during night,Daily average activity_0 ratio,Daily average long-time conversation duration(>10 mins),Daily average conversation duration during night,Daily average audio_2 times during night,Daily frequency of conversation during day,Daily frequency of conversation,Daily average conversation duration,Daily average audio_1 ratio during day,Audio_0 times count,Daily average audio_1 times,Daily frequency of long-time conversation(>10 mins),Daily average audio_0 count,Daily average audio_2 times during day,Daily average conversation duration during day,Audio_1 times count,Daily average audio_1 ratio,Daily frequency of conversation during night,Daily average audio_1 times during day,FlourishingScale
u24,6052.75,0.0637,66.0,604.5837425078731,560.4006640375935,0.2083617147412124,244.276,0.2145997743258989,0.9163200583602574,0.026964397631278333,0.20324313490280813,0.0562,21.864,15.635,45.33,0.0248,0.5308010993910961,0.0103,0.5182456993802333,0.0388,0.04229474472785715,0.03,1675.7449459631275,656.488718626066,0.0241,216.3030303030303,2121.0,0.0567,26.0,2125.0,7.256,1.3,0.006,65.578,0.0339,0.014173212254301275,72.685,0.0975,0.0281,0.010334507189102593,29.404,20.059,0.011891072034008745,0.04225936222383778,0.04254233175416277,18.787,0.02743959313382724,217942.73134328358,0.5046499370111533,0.9185672670333148,393424.8955223881,251227.89552238805,64056.62686567164,500.8955223880597,881.5223880597015,532954.1044776121,0.26595576570609564,24704879.0,198944.19402985074,234.77611940298507,368729.53731343284,83944.44776119402,281726.2089552239,13329261.0,0.2733925858785541,380.6268656716418,112484.61194029848,0.0
u27,4968.25,0.0563,56.0,622.6083366043662,578.8732406434376,0.208315237849106,353.545,0.21632600614099184,0.9172574887857124,0.02628917159358771,0.20181772724649708,0.0697,14.639,24.155,28.32,0.0008,0.5388220053417861,0.0096,0.5222941506510491,0.0678,0.03974266511237251,0.01,1697.1215731700588,673.49749229308,0.0283,430.4196428571428,4410.0,0.1238,32.0,4410.0,15.18,0.62,0.0412,66.085,0.0839,0.015354104970939631,62.74100000000001,0.1259,0.0546,0.011080318330631058,30.285,22.079,0.012812295820608914,0.03895877078472376,0.04109923464976024,9.76,0.026972763289537603,203230.4328358209,0.5037234240489553,0.9207630887928824,459210.7014925373,288698.37313432834,59910.62686567164,562.5970149253732,988.6268656716417,615527.328358209,0.2593602674117169,22972864.0,179874.76119402985,270.5820895522388,342878.5671641791,76266.94029850746,326828.9552238806,12051609.0,0.2693906114998447,426.02985074626883,100041.73134328358,0.0
u30,44151.05,0.1146,74.0,615.365446549723,570.5879329917346,0.21274953789103834,1234.772,0.21953093974890486,0.9151996884827536,0.027639496547253287,0.20724432070476176,0.1561,48.24,20.145,45.7,0.005,0.5227938595737764,0.0176,0.5104170203330971,0.1834,0.04235213277969064,0.06,1683.2976254884281,667.4253488034416,0.0528,929.8648648648648,3795.0,0.0862,52.0,3795.0,9.816,1.66,0.0083,69.042,0.1274,0.014091028432175346,67.155,0.2236,0.0186,0.010302656069595876,32.454,23.029,0.01183871066675925,0.04200340077475096,0.04306978653781772,10.813,0.027894718925524743,227204.5820895523,0.4969511036710981,0.9180147986387172,417935.16417910455,265038.74626865675,69391.59701492537,518.1641791044776,912.9701492537314,561810.2835820896,0.26996181972146194,25756775.0,213571.5671641791,248.28358208955228,384429.4776119403,91000.05970149254,296771.53731343284,14309295.0,0.2768334417758648,394.8059701492537,121149.29850746268,1.0
u31,14463.174,0.0506,56.0,593.5345483418272,553.4049989135897,0.20390773970096607,330.6,0.21132650501136704,0.9181682499147142,0.02716088147948711,0.19799963013876776,0.0602,34.54,17.14,79.11,0.0367,0.5325301956536121,0.0727,0.5196872344838838,0.0561,0.04094991378500969,0.31,1656.9640495286335,645.5905381521168,0.0606,297.0267857142857,3896.0,0.0745,254.0,3949.0,16.023,5.87,0.0445,56.753,0.0701,0.01251293930743512,61.499,0.1089,0.0495,0.009145528986770237,43.822,22.479,0.010519817696705736,0.040169941292544836,0.04215792929836372,26.107,0.027124667333586483,260810.53731343284,0.505361846630786,0.9213647361906466,351523.6865671642,226538.38805970148,75572.71641791044,457.41791044776113,808.2985074626863,479753.0895522388,0.2694701742076201,29561779.0,241155.74626865672,212.1492537313433,441220.58208955225,98065.5223880597,253214.7014925373,16157435.0,0.2764050258151501,350.8805970149254,136431.77611940302,0.0
u32,28294.55,0.121,79.0,622.2139915087764,580.0764511536104,0.2089713074887333,1038.976,0.21610545728505204,0.9170701536014564,0.026346439831351275,0.20320219086721653,0.1625,51.75899999999999,15.061,36.4,0.0007,0.5337895154110975,0.0073,0.5193749913074526,0.1778,0.04146034579434134,0.03,1689.6529577789304,671.2070185293306,0.0262,1107.9430379746836,3722.0,0.1133,98.0,3722.0,18.024,1.74,0.0419,76.163,0.1039,0.014672980725656209,62.13399999999999,0.1935,0.0172,0.010668331980261469,51.431,19.841,0.0122917700376614,0.04133257084017121,0.04191042584153599,8.776,0.0271737734971018,212828.68656716414,0.5032538037984771,0.9194509662069889,437821.8656716418,276614.9850746269,63139.88059701492,531.820895522388,942.1492537313433,586218.4477611941,0.2630082937216857,24104372.0,191981.49253731343,259.1194029850746,359766.74626865675,81418.07462686568,309603.46268656716,12862760.0,0.27165370120381394,410.32835820895525,107608.85074626864,1.0
u33,9193.429,0.063,77.0,628.2555368131698,587.4280186816245,0.21136371124507067,164.412,0.2213162997355299,0.9186630071407212,0.025454107235685586,0.2034153275297422,0.0497,14.482,19.648,34.84,0.0286,0.5365577423787814,0.0332,0.5180798798639789,0.1419,0.03980913035440534,0.01,1700.4663735272566,674.9517021112896,0.0445,370.5779220779222,2754.0,0.1191,55.0,2754.0,14.955,1.08,0.0213,65.365,0.0767,0.014947075867634631,55.868,0.1746,0.0202,0.010763812818458516,39.947,29.177,0.012463419632501369,0.03918874390103592,0.040935809755958674,14.987,0.02667120772442546,191721.9104477612,0.4967889279052416,0.9215687619352684,450217.50746268657,282671.65671641787,58487.97014925372,538.8955223880597,955.6119402985074,600368.4925373135,0.2600269300914764,21681397.0,171572.98507462686,264.76119402985074,323602.94029850746,72685.41791044777,317696.8358208955,11495390.0,0.2705564088909506,416.71641791044783,95010.49253731343,0.0
u34,13402.75,0.0349,72.0,612.8087916526422,570.9619157773324,0.1994461827356429,169.0,0.206185564879493,0.9193201272549244,0.027548164352986258,0.19417053764636075,0.0382,15.268,11.632,34.45,0.0,0.5302013244862545,0.0019,0.5199723537750834,0.0131,0.03972883496812474,0.23,1675.6396544019067,659.9673348272871,0.0,116.11805555555556,1876.0,0.0298,223.0,1876.0,20.445,12.2,0.0303,68.655,0.0425,0.01180929494349594,52.54,0.017,0.0118,0.008617929406025177,48.203,27.015,0.009916313488456984,0.03864006330908636,0.04132241344859363,19.714,0.02683854518880564,294856.5671641791,0.5085448361303478,0.9231911289493208,503667.2686567164,315431.4029850746,82887.44776119402,633.4925373134329,1108.5820895522388,679348.8507462686,0.2756281378673849,33416506.0,277411.1641791045,300.5820895522388,498753.8208955224,109169.01492537317,363917.44776119397,18586548.0,0.2805814634892736,475.089552238806,158829.53731343284,0.0
u35,12160.7,0.0781,63.0,609.1990775725043,567.625782263515,0.1997641650404551,362.424,0.207305244783564,0.9186351663086584,0.026873401393302715,0.19388382754371672,0.0963,35.701,11.248,35.59,0.0,0.5306765293725693,0.0072,0.5196392417327311,0.0384,0.040423948981433866,0.05,1669.7585823958286,655.3448323204648,0.0055,218.26190476190484,4155.0,0.0227,185.0,4155.0,12.651,3.43,0.0506,64.086,0.0611,0.0122878256983451,72.592,0.046,0.0169,0.0088327094015013,46.611,14.758,0.010246431649362557,0.03921660508867685,0.04220360659969371,24.666,0.026408954423336288,288666.19402985077,0.5071209931734558,0.922719948466318,516154.77611940296,323866.9850746269,81723.58208955223,654.3880597014926,1145.5820895522388,697887.5522388059,0.2754396430837141,32707475.0,271367.0597014925,309.1194029850746,488171.2686567164,106622.44776119402,374020.56716417905,18181593.0,0.2805965932268137,491.1940298507463,154980.8805970149,1.0
u36,45790.05,0.1156,86.0,614.1535837160089,571.9373158613273,0.19683186424221952,2378.222,0.2027535828408835,0.9194300362381108,0.02710460349137707,0.19229077559636998,0.1396,242.767,19.194000000000006,209.74,0.013,0.5322002636873561,0.0122,0.5249364365135334,0.1036,0.039580907537865855,0.06,1686.3368679064315,663.6839861654049,0.0191,546.1976744186046,4710.0,0.1153,314.0,5108.0,16.521,4.06,0.0569,59.523,0.066,0.01255963876495625,62.609,0.2828,0.0275,0.009351696653593256,63.32,20.87,0.010651338611044812,0.03871980589213727,0.04090572150555575,21.283,0.026337598811381292,325286.2686567164,0.5172762566982272,0.9230975373749334,472350.50746268657,299427.25373134325,88417.77611940299,587.7014925373136,1036.820895522388,636767.2686567164,0.27550896071627395,36863324.0,300164.44776119397,280.1044776119403,550198.8656716418,118692.82089552238,337340.01492537314,20111018.0,0.27823169924424745,449.1194029850746,174153.74626865672,1.0
u39,3650.4,0.0082,40.0,510.2164948453608,495.9926696794239,0.22041029404528686,147.583,0.2191472055888154,0.92117512814888,0.026453861583855643,0.22027967625475928,0.0097,37.681,5.121,53.62,0.0,0.5548307582239419,0.0058,0.5428148518341518,0.0,0.03755308944032703,0.04,1425.1104199066876,628.7673976947062,0.006,89.25,1200.0,0.0055,149.0,1200.0,24.619,3.1,0.0039,81.13600000000002,0.0069,0.012176161063318971,58.95,0.0,0.0,0.0087580920663986,60.437,16.430999999999994,0.010145356123173566,0.03575060014153173,0.040194849203945324,13.742,0.025479561643733658,86699.76119402985,0.5318290355534451,0.9264148748950016,27353.611940298506,23296.53731343284,25278.955223880595,41.48484848484848,81.07462686567165,41365.611940298506,0.22488956552129885,9896951.0,65620.4328358209,19.19402985074627,147715.68656716414,34070.417910447766,18342.848484848484,4396569.0,0.2367748541205613,40.208955223880594,35929.68656716418,0.0
u42,31540.6,0.0556,69.0,602.4385276122526,559.8379747196353,0.1878129332831424,165.97299999999996,0.19175156366025373,0.9203896506316582,0.026175934523971347,0.18484520953783165,0.0582,16.332,17.371,34.2,0.0,0.5454677520279819,0.0222,0.5422933998401093,0.0091,0.03829106934950945,0.15,1668.3745796906524,657.7339475794282,0.0223,222.3260869565217,2782.0,0.0536,176.0,2782.0,27.194000000000006,6.23,0.0448,48.934,0.0733,0.015728912553328506,43.332,0.0686,0.0295,0.011713162186170255,103.091,29.474,0.01330822074936627,0.038954810630057284,0.03770550229104185,33.695,0.029610036663844368,425685.6268656717,0.5404848964542741,0.9201883357554458,333251.5970149254,215096.20895522388,104505.79104477614,422.02985074626883,748.9104477611943,451172.50746268657,0.26968703843418634,48224498.0,368289.2089552239,199.7462686567164,719768.6268656716,145412.19402985074,236076.2985074627,24675377.0,0.2698936668767484,326.8805970149254,217647.47761194035,0.0
u43,9712.095,0.0501,69.0,602.4623699775648,560.9000712097364,0.1912586828899571,160.04399999999995,0.1949883502322408,0.9173585110894432,0.027011097292398683,0.1884385402702919,0.1107,11.692,19.863,40.75,0.0,0.5407523076596006,0.0132,0.5395858252771445,0.0832,0.039062260590382,0.18,1673.0735203925174,656.5869313978791,0.0211,190.88405797101453,4159.0,0.0397,143.0,4152.0,11.65,4.18,0.0225,62.497,0.1032,0.015331747738621806,61.525,0.16399999999999998,0.0396,0.011134842381778441,20.589,26.826,0.012816354466044328,0.03842803272676233,0.04029864387953597,17.639,0.029496589593572726,453928.80597014923,0.5404732587579206,0.9196300513579808,325724.94029850746,209884.19402985074,113348.44776119402,412.04477611940285,731.7910447761194,440876.56716417905,0.2708091520701074,51396195.0,393191.9253731343,194.68656716417908,767107.3880597015,159443.28358208956,230992.3731343284,26343859.0,0.2691554918328983,319.74626865671644,234726.62686567163,0.0
u44,11217.524,0.0857,54.0,597.2562723172338,548.9556405690789,0.1918169628284357,346.281,0.1982360731238518,0.961981390990254,0.010731545412276841,0.18691471221030267,0.1465,34.413000000000004,9.759,44.19,0.0127,0.5444385820454138,0.0104,0.5356454115550922,0.0206,0.014930014560176591,0.07,1677.6164800716526,661.5808906897737,0.0524,201.26851851851848,3824.0,0.0419,322.0,3824.0,21.18,4.62,0.0231,77.381,0.0491,0.002366130937415184,60.166,0.1523,0.0354,0.0015197734991376807,65.508,18.654,0.001972442723176997,0.007750515077917245,0.02492093266005366,12.86,0.006982086138054946,362395.0,0.5258027726474457,0.9745750741054048,279561.01492537314,183553.31343283586,94185.71641791043,357.1940298507463,635.3432835820895,379462.76119402976,0.2686467057442836,41019308.0,320007.6268656717,166.64179104477608,612228.4776119404,125291.83582089553,195909.447761194,21440511.0,0.27253762561647205,278.14925373134326,184526.9552238806,0.0
u45,24780.05,0.0767,72.0,614.1594350459483,566.9046763193184,0.19143587108840865,183.424,0.19801138565117146,0.9277466359087408,0.027308459940961767,0.18644369829888136,0.07,18.682,13.8,40.17,0.0,0.5440353809679453,0.0113,0.5353911417482903,0.0098,0.028483487015849688,0.39,1699.8695652173913,676.4668267038992,0.0728,288.3888888888889,1868.0,0.0434,435.0,1868.0,18.272,14.65,0.0549,68.796,0.0373,0.010916722827849338,58.38399999999999,0.1023,0.0494,0.004968853046777903,60.877,23.344,0.007333818339567326,0.0249999419071472,0.034028181322448364,17.404,0.02431460435718833,369321.49253731343,0.5256939027348935,0.9386320112464562,262008.25373134328,168422.20895522388,95700.0,322.3880597014925,571.7014925373136,351115.8656716418,0.2695209207331733,41762576.0,326783.3134328358,154.13432835820896,623322.0298507463,127409.97014925373,182693.6567164179,21894482.0,0.2731729871633009,249.3134328358209,188826.58208955228,1.0
u46,17613.476000000002,0.0316,85.0,621.8039410015741,576.5265599890872,0.1890871718294176,718.1139999999998,0.19274559186220386,0.9325745295524436,0.02340412494611455,0.1863314313714717,0.0347,31.315,25.351,57.18,0.0184,0.5439525009378852,0.037000000000000005,0.5408716336893493,0.1444,0.035665757944009745,0.02,1708.929981855054,679.2735596115504,0.0482,542.0529411764705,3685.0,0.0475,82.0,3726.0,13.068,1.86,0.0125,56.183,0.0243,0.011355295444943672,52.882,0.1505,0.0231,0.007345598876831531,41.434,34.051,0.008941973513338019,0.03817360841504357,0.03266605005649826,18.466,0.02607115442624142,417155.19402985077,0.5391235623247705,0.9304178925719148,238969.62686567163,154293.25373134328,103275.70149253732,284.6268656716418,512.0298507462686,318382.17910447763,0.2697160676906432,47267934.0,362250.0597014925,139.83582089552237,705491.5522388059,144216.23880597015,164088.92537313432,24270754.0,0.2700411944812332,227.40298507462688,213976.0298507463,0.0
u47,7145.632,0.0447,68.0,616.1325266984776,571.3469945599599,0.1906962398648995,331.821,0.19734836333454767,0.9372282717458452,0.022831356615628517,0.1856551994677024,0.047,31.928,17.362000000000002,151.79,0.0,0.5474662138249939,0.0046,0.5392954427651212,0.0309,0.027464651602588847,0.04,1703.6790292078174,674.6929029180402,0.0089,114.44852941176471,3203.0,0.0251,70.0,3348.0,13.54,3.1,0.0259,73.525,0.0271,0.008169661351293645,59.143,0.0683,0.0607,0.004015258976433016,29.553,27.317,0.005647850584939708,0.024915114783904214,0.03177071028723268,9.113,0.024283371056156536,387835.77611940296,0.5302082220432173,0.9432310221649473,242024.1343283582,156459.55223880598,99264.70149253732,293.2537313432836,525.4925373134329,323773.0447761194,0.26687858670730363,43841481.0,336534.67164179106,142.0597014925373,654350.4626865672,132606.49253731346,167313.49253731346,22547823.0,0.2700083173699795,232.23880597014926,195026.3731343284,1.0
u49,22965.107000000004,0.0923,83.0,617.7851111603047,560.0435509754664,0.2679575849693574,3839.792,0.25722000750868546,0.9098996394448484,0.029122130050765107,0.27428428566692153,0.1161,156.593,22.491,55.65,0.0448,0.5105963886074878,0.0323,0.5119395311196673,0.0647,0.042622829089873984,0.07,1701.021519134582,689.5964931999748,0.0799,976.5843373493976,3359.0,0.0284,509.0,3402.0,34.811,6.1,0.0431,59.618,0.0365,0.013486447358364592,46.995,0.1076,0.0974,0.008820178541998378,62.857,18.194000000000006,0.01075090760420582,0.039192761635683186,0.047491783146022086,17.891,0.025655215062552496,42255.68656716418,0.5185570152404612,0.9195517427963495,218263.9104477612,146389.74626865672,15591.671641791045,259.31343283582095,471.95522388059686,291566.9104477612,0.21511932572559075,4884394.0,31907.238805970148,128.3134328358209,72901.40298507463,22973.940298507467,145177.16417910447,2137785.0,0.2201028839109755,212.64179104477608,17966.388059701494,1.0
u50,18210.25,0.078,51.0,602.0296353875676,552.6412493214992,0.19435240729507927,902.4,0.2007023112952737,0.9571916765881264,0.01886787819569476,0.18949763762785912,0.0694,118.218,28.38,36.85,0.0,0.5400696045348929,0.0077,0.532083868363613,0.0034,0.014692019291874641,0.03,1686.1991533222895,667.8537892141446,0.0072,571.3039215686274,2739.0,0.0198,184.0,2743.0,16.482,3.18,0.0248,49.43600000000001,0.0273,0.001684285504928759,66.046,0.0488,0.035,0.001273381138307688,140.565,17.472,0.001437029324268358,0.009554711627608244,0.022256159711250185,22.184,0.008348551819234877,351608.22388059704,0.5233819520090736,0.9714868033459212,273466.2686567164,177368.37313432837,92933.61194029848,348.4029850746268,614.4328358208954,369906.77611940296,0.270432757837248,39813287.0,313823.0746268657,162.1791044776119,594228.1641791045,124252.58208955225,192538.40298507464,21026146.0,0.2735637243413076,266.02985074626855,181769.7910447761,1.0
u51,18445.087,0.1535,79.0,606.3989562624254,558.5636167709183,0.19066663449628,758.449,0.19744092734209626,0.9284596709186692,0.022586527124604846,0.18554095358793413,0.2268,89.76799999999999,22.94,178.83,0.0012,0.5464560887672065,0.0103,0.5378633880293838,0.2014,0.029776587586254705,0.06,1690.9815039701075,670.1115157025804,0.0288,329.11392405063293,5882.0,0.128,148.0,6218.0,23.574,2.68,0.021,53.462,0.1243,0.012897949613321554,52.414,0.2616,0.004,0.005435446254273688,59.168,24.012,0.008416965749442356,0.025722726922307586,0.0360558523434047,23.597,0.0131572279812855,381172.0895522388,0.5282090807344005,0.9449121819958016,270178.46268656716,174804.8208955224,98052.776119403,339.23880597014926,600.5970149253732,364201.4029850746,0.2680029576448595,43095612.0,333601.6268656717,159.7761194029851,643218.0895522388,130508.85074626865,189396.58208955228,22351309.0,0.2714699774743364,261.35820895522386,192953.98507462686,0.0
u52,151418.545,0.1443,51.0,614.0166054507855,558.4586922488371,0.18690018258855426,491.721,0.19302366248858369,0.919223517024418,0.026162833104304364,0.18234378567809947,0.1095,26.596,16.025,69.56,0.0045,0.5505441899119313,0.0137,0.5443778251561283,0.0905,0.03999428654600736,0.02,1698.6305565078278,682.6613330100413,0.0607,7316.088235294117,4391.0,0.1482,542.0,4481.0,6.853,7.89,0.0316,71.605,0.0624,0.016963165346822344,80.893,0.1951,0.0299,0.013164471306575123,889.2710000000002,12.254,0.01465227629746205,0.04208401844741418,0.03765048452445539,12.37,0.02816628183632648,409008.9552238807,0.5383303652836485,0.9180132251662776,221861.4328358209,147444.41791044775,101309.10447761194,267.25373134328356,483.56716417910457,296918.2686567164,0.2671120244099691,46274951.0,351095.77611940296,130.61194029850745,690670.9104477612,136797.4776119403,149473.85074626867,23523417.0,0.2687219922553176,216.3134328358209,205550.58208955228,0.0
u53,35303.8,0.118,75.0,613.5359967606964,566.4838972411561,0.18870300604171444,302.949,0.19490826777356146,0.936744566550986,0.023403309944224952,0.1839865952197646,0.1662,37.627,21.951,27.48,0.004,0.5483748722808004,0.0126,0.5408159915707493,0.0673,0.02665201892513304,0.09,1705.1948692152914,674.7560525233002,0.0428,526.7266666666667,3653.0,0.0786,272.0,3653.0,5.933,3.23,0.0274,62.764,0.1121,0.008701039951889667,74.795,0.1754,0.0246,0.0041770364076246964,149.719,19.272,0.00598013706267704,0.023974209051612464,0.031151083552898882,15.285,0.023926293284264603,398647.3731343283,0.5326698065551801,0.943696058380511,252979.6567164179,163094.8805970149,100558.88059701493,310.8059701492537,552.9104477611942,339230.46268656716,0.2676385324994349,45081755.0,345984.22388059704,148.35820895522392,672862.0149253731,134915.49253731346,176135.58208955228,23180943.0,0.2704810023875365,242.1044776119403,200833.6417910448,1.0
u56,13101.2,0.0724,70.0,599.9809693610589,561.2095225122284,0.18840685819405129,132.94299999999998,0.19171373378736772,0.9193588326447644,0.02586802338075716,0.1858946681014285,0.1188,15.667,15.547,165.34,0.0154,0.5453346602887333,0.0201,0.5430753689305754,0.0735,0.03975450635606319,0.09,1665.8413057766745,650.3652063604159,0.0231,147.36428571428573,3313.0,0.0722,100.0,3511.0,2.772,1.73,0.019,68.007,0.0993,0.01640252326026861,71.911,0.0997,0.0044,0.012176830442682756,42.058,25.317,0.013852994303360379,0.040972599758935725,0.038370620714210144,16.445999999999998,0.029617470231042036,434848.7462686568,0.5425089136040231,0.9183439972953992,340453.2089552239,219070.94029850746,106377.67164179104,433.1641791044776,770.1641791044777,462083.8507462686,0.26877067160983803,49275728.0,373798.77611940296,204.37313432835828,735458.6268656716,149398.58208955225,243012.9104477612,25044518.0,0.2685177728753734,337.0,221612.7910447761,1.0
u57,28505.286,0.0513,80.0,602.4492272563903,560.104636159012,0.19134104598335874,1370.696,0.19412976759720613,0.9123123622165318,0.02858914707643047,0.1891849753074437,0.0879,81.992,18.518,71.35,0.0105,0.5398414133549327,0.0148,0.5392606664163683,0.2077,0.04127201653524349,0.13,1680.2315302377535,658.3369127072043,0.0517,1337.59375,4749.0,0.0922,989.0,4867.0,3.037,11.0,0.0268,68.805,0.0869,0.017414463685717602,86.272,0.2473,0.0459,0.012417826571435414,139.805,10.691,0.014439776545598504,0.041185973875478885,0.04168402702132025,12.678,0.02966749468015136,443952.76119402976,0.5410039053376159,0.9150626164141284,314328.6865671642,202127.59701492536,110531.74626865672,398.53731343283584,705.9552238805969,425302.1791044776,0.2709736113376236,50345271.0,385674.50746268657,187.07462686567158,751421.9552238806,156849.19402985074,223174.58208955228,25840192.0,0.2693982876002728,307.4179104477612,230152.40298507464,1.0
u58,19030.5,0.1438,68.0,659.1099559403262,605.5320161540885,0.3002349922856966,95.289,0.2863610701713312,0.9092925939198521,0.02952967820312889,0.30868349258807665,0.1552,12.393,22.077,55.26,0.0136,0.4698224308753505,0.0269,0.4822238293451746,0.1618,0.04266220832444628,0.11,1704.1845347313238,724.7272955356121,0.0325,445.7132352941177,5710.0,0.0928,275.0,5748.0,7.183,3.3,0.0194,55.887,0.1316,0.013624567853682405,68.983,0.2216,0.0156,0.008928988568050585,58.736,23.834,0.010872165571424695,0.03921370902557776,0.047553160023336635,22.035,0.026050752056622058,29404.02985074627,0.5049915310264073,0.9189936244175586,194073.552238806,128754.0895522388,11941.388059701492,207.9850746268657,386.17910447761193,254534.49253731343,0.22149407653657288,3400633.0,22453.28358208956,113.88059701492537,50755.71641791045,19317.313432835814,125780.40298507464,1504370.0,0.21754117836912906,178.19402985074623,13667.835820895525,1.0
u59,27778.15,0.0321,75.0,622.8987616409094,563.8190023042196,0.3669138852799485,205.867,0.3521733227698248,0.9086250916229996,0.029703361052309318,0.3825453819731284,0.0565,13.994000000000002,17.125,158.19,0.0208,0.4473922658944859,0.0273,0.455781330994094,0.1711,0.0429043464171246,0.04,1701.914733390016,694.5068983952748,0.0252,1139.8666666666666,5436.0,0.0408,127.0,5713.0,1.403,3.02,0.0299,68.97,0.0681,0.013777676018964706,97.938,0.1485,0.0831,0.009011020393366627,84.677,0.6579999999999999,0.010982606794175741,0.03938550829083466,0.04789387130572648,13.905,0.026217035724522636,20020.953846153847,0.4651484372164825,0.9184720021269648,209132.2985074627,139202.83582089553,9397.731343283582,246.7014925373134,447.14925373134315,278528.71641791053,0.17006235213238574,2241609.0,11717.76119402985,122.88059701492537,33456.850746268654,15812.046153846153,139325.8805970149,785090.0,0.17730478372595734,200.44776119402985,7022.046153846153,1.0
